373986383125176320	positive	das ganze plakative Gehabe lass ich mal durchgehen weil ' ' wahlkampf ' ' ist %PosSmiley	die ganz plakative Gehabe laß ich mal durchgehen weil ' ' Wahlkampf ' ' sein %PosSmiley	ART ADJA ADJA NN ADJD PPER ADV VVFIN KOUS $( $( NN $( $( VAFIN ITJ	4/NK 4/NK 4/NK 8/OA 8/MO 8/SB 8/MO 0/-- 15/CP 9/-- 10/-- 15/SB 12/-- 13/-- 8/MO 7/DM	case=nom|Sentiment::markable_100500229::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|Target::markable_100500230::Anaphref=empty|Sentiment::markable_100500229::Polarity=positive|num=sg|Sentiment::markable_100500229::Sarcasm=false|Target::markable_100500230::Target=True|Target::markable_100500230::Preferred=true case=nom|num=sg|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500230::Target=True|gender=neut|pos=True case=nom|EmoExpression::markable_100500231::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|Target::markable_100500230::Target=True|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=nom|EmoExpression::markable_100500415::EmoExpression=True|Sentiment::markable_100500229::Sentiment=True|EmoExpression::markable_100500415::Uncertain=false|gender=neut|EmoExpression::markable_100500415::Sarcasm=false|EmoExpression::markable_100500415::Intensity=medium|num=sg|Target::markable_100500230::Target=True|EmoExpression::markable_100500415::SubjectiveFact=false|EmoExpression::markable_100500415::Polarity=negative _ case=nom|*=True|num=sg|pers=1 _ _ _ _ _ case=acc|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
380033920731193345	negative	Endergebnis : Martin Runge fliegt aus dem Landtag . %NegSmiley ltwby Grüne	Endergebnis : Martin Runge fliegen aus die Landtag . %NegSmiley ltwby grün	NN $. NE NN VVFIN APPR ART NN $. ITJ NN ADJA	26/SB 22/-- 25/PNC 22/SB 21/-- 26/MO 29/NK 27/NK 29/-- 11/NK 9/-- 11/UC	case=nom|gender=neut|num=sg _ case=nom|Sentiment::markable_15::Intensity=medium|Sentiment::markable_15::Sarcasm=false|Target::markable_17::Target=True|Target::markable_17::Preferred=true|gender=masc|Target::markable_17::Anaphref=empty|num=sg|Sentiment::markable_15::Polarity=negative|Sentiment::markable_15::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True case=dat|gender=masc|num=sg|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True Sentiment::markable_15::Sentiment=True EmoExpression::markable_16::Polarity=negative|EmoExpression::markable_16::Sarcasm=false|EmoExpression::markable_16::EmoExpression=True|Sentiment::markable_15::Sentiment=True|EmoExpression::markable_16::Uncertain=false|EmoExpression::markable_16::SubjectiveFact=false|EmoExpression::markable_16::Intensity=medium case=nom|*=True|num=pl case=nom|*=True|num=pl
369915719959334912	neutral	Ich habe einen Nichtwähler bekehrt . Eine weitere Stimme für eine " Sonstige " Partei . %PosSmiley Bundestagswahl2013	ich haben eine Nichtwähler bekehren . eine weit Stimme für eine " sonstig " Partei . %PosSmiley Bundestagswahl2013	PPER VAFIN ART NN VVPP $. ART ADJA NN APPR ART $( ADJA $( NN $. ITJ CARD	14/SB 12/-- 16/NK 17/OA 14/OC 17/-- 9/NK 9/NK 6/-- 9/MNR 15/NK 11/-- 15/NK 13/-- 10/NK 15/-- 16/NK 17/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|comp=True case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg|pos=True _ case=acc|gender=fem|num=sg _ EmoExpression::markable_18::EmoExpression=True|EmoExpression::markable_18::SubjectiveFact=false|EmoExpression::markable_18::Uncertain=false|EmoExpression::markable_18::Polarity=positive|EmoExpression::markable_18::Sarcasm=false|EmoExpression::markable_18::Intensity=medium _
351322143348379648	neutral	Sachen - Anhalt ist beim Wahlkampfauftakt der Piraten %PosSmiley %Link	Sache - Anhalt sein bei Wahlkampfauftakt die Pirat %PosSmiley %Link	NN $( NN VAFIN APPRART NN ART NN ITJ XY	22/SB 19/-- 19/NK 18/-- 22/MO 23/NK 26/NK 24/AG 26/NK 27/NK	case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl EmoExpression::markable_19::EmoExpression=True|EmoExpression::markable_19::Uncertain=false|EmoExpression::markable_19::Intensity=medium|EmoExpression::markable_19::Sarcasm=false|EmoExpression::markable_19::SubjectiveFact=false|EmoExpression::markable_19::Polarity=positive _
360790308818141185	positive	Glückwunsch an den LVBB und allen Listen / Direktkandidaten ! Kann ja der Wahlkampf los gehen %PosSmiley	Glückwunsch an die LVBB und alle List|Liste / Direktkandidat ! können ja die Wahlkampf los gehen %PosSmiley	NN APPR ART NN KON PIAT NN $( NN $. VMFIN ADV ART NN ADJD VVINF ITJ	10/-- 11/MNR 14/NK 12/NK 11/CD 17/NK 15/CJ 17/-- 17/CJ 19/-- 10/-- 11/MO 14/NK 11/SB 16/MO 11/OC 11/DM	case=acc|EmoExpression::markable_100500235::SubjectiveFact=false|Sentiment::markable_100500234::Intensity=medium|EmoExpression::markable_100500235::EmoExpression=True|gender=masc|EmoExpression::markable_100500235::Uncertain=false|EmoExpression::markable_100500235::Intensity=medium|EmoExpression::markable_100500235::Polarity=positive|num=sg|EmoExpression::markable_100500235::Sarcasm=false|Sentiment::markable_100500234::Sentiment=True|Sentiment::markable_100500234::Sarcasm=false|Sentiment::markable_100500234::Polarity=positive Sentiment::markable_100500234::Sentiment=True case=acc|num=sg|Target::markable_100500236::Preferred=true|Sentiment::markable_100500234::Sentiment=True|gender=masc|Target::markable_100500236::Target=True|Target::markable_100500236::Anaphref=empty case=acc|gender=masc|Target::markable_100500236::Target=True|num=sg|Sentiment::markable_100500234::Sentiment=True Sentiment::markable_100500234::Sentiment=True case=dat|num=pl|Target::markable_100500237::Target=True|Target::markable_100500237::Preferred=true|Sentiment::markable_100500234::Sentiment=True|gender=neut|Target::markable_100500237::Anaphref=empty case=dat|gender=neut|num=pl|Target::markable_100500237::Target=True|Sentiment::markable_100500234::Sentiment=True Sentiment::markable_100500234::Sentiment=True case=dat|Target::markable_100500238::Target=True|Target::markable_100500238::Preferred=true|num=pl|Target::markable_100500238::Anaphref=empty|Sentiment::markable_100500234::Sentiment=True|gender=neut Sentiment::markable_100500234::Sentiment=True pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ EmoExpression::markable_20::EmoExpression=True|EmoExpression::markable_20::Uncertain=false|EmoExpression::markable_20::Intensity=medium|EmoExpression::markable_20::Sarcasm=false|EmoExpression::markable_20::SubjectiveFact=false|EmoExpression::markable_20::Polarity=positive
349814014206935040	neutral	im Grünen Archiv haben wir noch mehr solchen Teufelszeugs %PosSmiley	in grün Archiv haben wir noch mehr solche Teufelszeug %PosSmiley	APPRART ADJA NN VAFIN PPER ADV ADV PIAT NN ITJ	21/MO 20/NK 18/NK 17/-- 21/SB 24/MO 21/OA 26/NK 21/OA 26/NK	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ pers=1|num=pl|tense=pres|mood=ind case=gen|EmoExpression::markable_100500233::SubjectiveFact=false|EmoExpression::markable_100500233::Polarity=negative|gender=neut|EmoExpression::markable_100500233::Uncertain=false|EmoExpression::markable_100500233::Intensity=medium|EmoExpression::markable_100500233::EmoExpression=True|num=sg|EmoExpression::markable_100500233::Sarcasm=false EmoExpression::markable_21::EmoExpression=True|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=positive|EmoExpression::markable_21::Sarcasm=false|EmoExpression::markable_21::Intensity=medium
369593864975581186	neutral	So ein Wahlkampf gewöhnt den Piraten das Prokrastinieren ab . Sollte man jedenfalls meinen ... %PosSmiley	so eine Wahlkampf gewöhnen die Pirat die Prokrastinieren ab . sollen man jedenfalls meinen ... %PosSmiley	ADV ART NN VVFIN ART NN ART NN PTKVZ $. VMFIN PIS ADV VVFIN $. ITJ	13/MO 13/NK 14/SB 10/-- 16/NK 14/OA 18/NK 14/OA 14/SVP 19/-- 10/-- 11/SB 14/MO 11/OC 14/-- 11/DM	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg _ pers=3|num=pl|tense=pres|mood=ind _ EmoExpression::markable_22::Uncertain=false|EmoExpression::markable_22::Intensity=medium|EmoExpression::markable_22::Sarcasm=false|EmoExpression::markable_22::SubjectiveFact=false|EmoExpression::markable_22::EmoExpression=True|EmoExpression::markable_22::Polarity=positive
373769676129452033	negative	Habe gerade gelesen : " Twitter selbst propagiert jedenfalls TVDuell als Hasstag . " %PosSmiley KAFFEE her !	haben gerade lesen : " Twitter selbst propagieren jedenfalls TVDuell als Hasstag . " %PosSmiley Kaffee her !	VAFIN ADV VVPP $. $( NN ADV VVFIN ADV NN KOKOM NN $. $( ITJ NN PTKVZ $.	16/-- 19/MO 17/OC 19/-- 20/-- 24/SB 22/MNR 17/CJ 24/MO 24/SB 28/CM 26/CC 28/-- 29/-- 16/NK 14/-- 16/SVP 17/--	case=nom|gender=neut|num=sg _ _ _ Sentiment::markable_100500244::Intensity=medium|Sentiment::markable_100500244::Sentiment=True|Sentiment::markable_100500244::Polarity=negative|Sentiment::markable_100500244::Sarcasm=false case=nom|Source::markable_100500245::Source=True|num=pl|Source::markable_100500245::Anaphref=empty|Sentiment::markable_100500244::Sentiment=True|gender=masc Sentiment::markable_100500244::Sentiment=True pers=3|Sentiment::markable_100500244::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500244::Sentiment=True case=acc|Target::markable_100500246::Anaphref=empty|num=sg|Sentiment::markable_100500244::Sentiment=True|gender=masc|Target::markable_100500246::Target=True|Target::markable_100500246::Preferred=true Sentiment::markable_100500244::Sentiment=True case=nom|gender=masc|num=sg EmoExpression::markable_100500247::Sarcasm=false|EmoExpression::markable_100500247::Polarity=negative|Sentiment::markable_100500244::Sentiment=True|EmoExpression::markable_100500247::EmoExpression=True|EmoExpression::markable_100500247::Uncertain=false|EmoExpression::markable_100500247::Intensity=medium|EmoExpression::markable_100500247::SubjectiveFact=false Sentiment::markable_100500244::Sentiment=True EmoExpression::markable_23::SubjectiveFact=false|EmoExpression::markable_23::Intensity=medium|EmoExpression::markable_23::EmoExpression=True|EmoExpression::markable_23::Polarity=positive|Sentiment::markable_100500244::Sentiment=True|EmoExpression::markable_23::Uncertain=false|EmoExpression::markable_23::Sarcasm=false case=nom|gender=masc|num=sg _ _
381854417718231040	negative	Wird man sehen . Ich würde die CSU - Idee ja sogar radikalisieren : PKW - Maut für alle ! %PosSmiley	werden man sehen . ich werden die CSU - Idee ja sogar radikalisieren : Pkw - Maut für alle ! %PosSmiley	VAFIN PIS VVINF $. PPER VAFIN ART NE $( NN ADV ADV VVINF $. NN $( VVFIN APPR PIS $. ITJ	18/-- 19/SB 19/OC 21/-- 6/SB 4/-- 10/NK 10/NK 8/-- 13/OA 13/MO 13/MO 6/OC 13/-- 17/SB 15/-- 13/OC 17/MO 18/NK 19/-- 18/MO	pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ case=nom|Sentiment::markable_100500248::Sentiment=True|Source::markable_100500249::Source=True|Sentiment::markable_100500248::Polarity=negative|*=True|Sentiment::markable_100500248::Intensity=weak|pers=1|num=sg|Source::markable_100500249::Anaphref=empty|Sentiment::markable_100500248::Sarcasm=false pers=3|Sentiment::markable_100500248::Sentiment=True|num=sg|tense=past|mood=subj case=acc|num=sg|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500250::Target=True|Target::markable_100500250::Preferred=true|gender=fem|Target::markable_100500250::Anaphref=empty case=acc|gender=fem|num=sg|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500250::Target=True Sentiment::markable_100500248::Sentiment=True|Target::markable_100500250::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500250::Target=True Sentiment::markable_100500248::Sentiment=True Sentiment::markable_100500248::Sentiment=True EmoExpression::markable_100500251::SubjectiveFact=true|Sentiment::markable_100500248::Sentiment=True|EmoExpression::markable_100500251::Polarity=negative|EmoExpression::markable_100500251::Sarcasm=false|EmoExpression::markable_100500251::Uncertain=false|EmoExpression::markable_100500251::EmoExpression=True|EmoExpression::markable_100500251::Intensity=strong _ case=dat|*=True|num=sg|pers=1 _ pers=2|num=pl|tense=pres|mood=ind _ case=acc|*=True|num=pl _ EmoExpression::markable_24::Intensity=medium|EmoExpression::markable_24::Sarcasm=false|EmoExpression::markable_24::Uncertain=false|EmoExpression::markable_24::Polarity=positive|EmoExpression::markable_24::EmoExpression=True|EmoExpression::markable_24::SubjectiveFact=false
375608810531856384	positive	Seehofer " Ich bin ein Architekt der Energiewende " . Ja Horst , du bist auch Kaiser von China %PosSmiley tvduell ltwby13 Horst	Seehofer " ich sein eine Architekt die Energiewende " . ja Horst , du sein auch Kaiser von China %PosSmiley tvduell ltwby13 Horst	NE $( PPER VAFIN ART NN ART NN $( $. ADV NE $, PPER VAFIN ADV NN APPR NE ITJ ADJD CARD NN	25/SB 22/-- 25/SB 21/-- 27/NK 25/PD 29/NK 27/AG 29/-- 30/-- 12/MO 10/-- 12/-- 15/SB 12/RS 17/MO 15/PD 17/PG 18/NK 21/DM 22/MO 23/NK 15/MO	case=nom|*=True|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ Sentiment::markable_100500252::Sentiment=True|Sentiment::markable_100500252::Sarcasm=true|Sentiment::markable_100500252::Polarity=positive|Sentiment::markable_100500252::Intensity=weak case=nom|Target::markable_100500253::Preferred=true|num=sg|Target::markable_100500253::Anaphref=empty|gender=masc|Sentiment::markable_100500252::Sentiment=True|Target::markable_100500253::Target=True Sentiment::markable_100500252::Sentiment=True case=nom|Target::markable_100500255::Preferred=true|Target::markable_100500255::Anaphref=markable_100500253|Sentiment::markable_100500252::Sentiment=True|*=True|pers=2|num=sg|Target::markable_100500255::Target=True pers=2|Sentiment::markable_100500252::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500252::Sentiment=True case=nom|EmoExpression::markable_100500254::Polarity=negative|Sentiment::markable_100500252::Sentiment=True|EmoExpression::markable_100500254::Sarcasm=false|gender=masc|EmoExpression::markable_100500254::SubjectiveFact=false|num=sg|EmoExpression::markable_100500254::Uncertain=false|EmoExpression::markable_100500254::Intensity=medium|EmoExpression::markable_100500254::EmoExpression=True Sentiment::markable_100500252::Sentiment=True|EmoExpression::markable_100500254::EmoExpression=True case=dat|gender=neut|Sentiment::markable_100500252::Sentiment=True|num=sg|EmoExpression::markable_100500254::EmoExpression=True case=dat|Sentiment::markable_100500252::Sentiment=True|EmoExpression::markable_25::Polarity=positive|gender=neut|EmoExpression::markable_25::EmoExpression=True|EmoExpression::markable_25::Intensity=medium|num=sg|EmoExpression::markable_25::Sarcasm=false|EmoExpression::markable_25::SubjectiveFact=false|EmoExpression::markable_25::Uncertain=false pos=True _ gender=fem|*=True|num=sg
375232031635947520	neutral	Mate - Check im Bauverk agh : 1x  Grüne , 1x  bei Linke aus dem Glas , 0 bei SPD und CDU , sowie 0 x aber 2 Kaffee bei Piraten %PosSmiley	Mate - Check in Bauverk agh : 1x_ Grüne , 1x_ bei Linke aus die Glas , @card@ bei SPD und CDU , sowie @card@ x aber 2 Kaffee bei Pirat %PosSmiley	NE $( NN APPRART NN NE $. NN NN $, NN APPR NN APPR ART NN $, CARD APPR NE KON NE $, KON CARD NE ADV CARD NN APPR NN ITJ	23/-- 24/-- 24/APP 26/MNR 27/NK 28/NK 29/-- 28/PAR 31/CJ 32/-- 32/CJ 34/MNR 35/NK 36/MNR 39/NK 37/NK 39/-- 42/MO 35/CJ 42/NK 43/CD 44/CJ 45/-- 34/CD 49/NK 47/CJ 49/MO 52/NK 47/CJ 52/MNR 53/NK 28/NK	case=nom|*=True|num=sg _ case=nom|*=True|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=pl case=nom|*=True|num=pl _ case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ _ _ _ _ case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=pl EmoExpression::markable_26::Sarcasm=false|EmoExpression::markable_26::EmoExpression=True|EmoExpression::markable_26::Uncertain=false|EmoExpression::markable_26::Intensity=medium|EmoExpression::markable_26::SubjectiveFact=false|EmoExpression::markable_26::Polarity=positive
383220792244584448	positive	und wenn meine ein , zwei anti - övp tweets nur 0,000000000000000000001 % der Wähler davon abhalten schwarz zu wählen , hat sich es ausgezahlt %PosSmiley	und wenn mein ein , zwei anti - övp tweets nur @card@ % die Wähler davon abhalten schwarz zu wählen , haben sich es auszahlen %PosSmiley	KON KOUS PPOSAT PTKVZ $, CARD ADJA $( NN NN ADV CARD NN ART NN PAV VVFIN ADJD PTKZU VVINF $, VAFIN PRF PPER VVPP ITJ	54/JU 52/CP 41/NK 41/NK 36/-- 36/CJ 41/NK 39/-- 52/DA 41/UC 44/MO 45/NK 49/SB 47/NK 45/AG 45/NK 41/UC 52/MO 52/PM 57/MO 52/-- 32/-- 57/OA 54/SB 54/OC 57/NK	Sentiment::markable_100500262::Sentiment=True|Sentiment::markable_100500262::Intensity=medium|Sentiment::markable_100500262::Polarity=positive|Sentiment::markable_100500262::Sarcasm=false Sentiment::markable_100500262::Sentiment=True case=nom|Target::markable_100500263::Anaphref=empty|num=sg|Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Preferred=true|*=True|Target::markable_100500263::Target=True Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Target=True Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Target=True Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Target=True case=nom|num=pl|Sentiment::markable_100500262::Sentiment=True|gender=masc|pos=True|Target::markable_100500263::Target=True Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Target=True *=True|Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Target=True *=True|Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Target=True Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True gender=neut|*=True|Sentiment::markable_100500262::Sentiment=True case=gen|gender=masc|num=pl|Sentiment::markable_100500262::Sentiment=True case=gen|gender=masc|num=pl|Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True pers=3|Sentiment::markable_100500262::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_100500262::Sentiment=True|pos=True Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True pers=3|Sentiment::markable_100500262::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|EmoExpression::markable_100500264::Sarcasm=false|Sentiment::markable_100500262::Sentiment=True|EmoExpression::markable_100500264::Intensity=medium|gender=neut|EmoExpression::markable_100500264::SubjectiveFact=false|pers=3|num=sg|EmoExpression::markable_100500264::Uncertain=false|EmoExpression::markable_100500264::Polarity=positive|EmoExpression::markable_100500264::EmoExpression=True EmoExpression::markable_100500264::EmoExpression=True|Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True|pos=True|EmoExpression::markable_27::EmoExpression=True|EmoExpression::markable_27::Uncertain=false|EmoExpression::markable_27::SubjectiveFact=false|EmoExpression::markable_27::Intensity=medium|EmoExpression::markable_27::Polarity=positive|EmoExpression::markable_27::Sarcasm=false
360465378180218881	neutral	2014  Man beachte das Rednerpult : Graphische Umsetzung von ' ' S21 zieht SPD herunter ' ' %PosSmiley %Link	@card@ man beachten die Rednerpult : graphisch Umsetzung von ' ' S21 zeihen|ziehen SPD herunter ' ' %PosSmiley %Link	CARD PIS VVFIN ART NN $. ADJA NN APPR $( $( NN VVFIN NE PTKVZ $( $( ITJ XY	40/NK 29/SB 39/OC 31/NK 29/OA 31/-- 34/NK 31/PAR 34/PG 35/-- 36/-- 35/NK 26/-- 39/SB 39/SVP 41/-- 42/-- 41/NK 41/NK	_ case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ _ _ case=acc|gender=fem|num=sg mood=ind|EmoExpression::markable_100500417::Polarity=negative|pers=3|EmoExpression::markable_100500417::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_100500417::Intensity=medium|EmoExpression::markable_100500417::Uncertain=false|EmoExpression::markable_100500417::SubjectiveFact=false|EmoExpression::markable_100500417::EmoExpression=True case=nom|gender=fem|num=sg EmoExpression::markable_100500417::EmoExpression=True _ _ EmoExpression::markable_28::Intensity=medium|EmoExpression::markable_28::Sarcasm=false|EmoExpression::markable_28::SubjectiveFact=false|EmoExpression::markable_28::Polarity=positive|EmoExpression::markable_28::EmoExpression=True|EmoExpression::markable_28::Uncertain=false _
374091539154079744	neutral	Heute abend das sog . " Kanzlerduell " %PosSmiley Wer schaut es sich an ?	heute abend die saugen . " Kanzlerduell " %PosSmiley wer schauen es sich an ?	ADV ADV PDS VVFIN $. $( VVIMP $( ITJ PWS VVFIN PPER PRF PTKVZ $.	23/MO 20/MNR 23/OA 19/-- 23/-- 24/-- 11/MO 7/-- 11/DM 11/SB 6/-- 11/OA 11/OA 11/SVP 14/--	_ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ pos=True _ case=nom|EmoExpression::markable_29::Intensity=strong|gender=masc|EmoExpression::markable_29::EmoExpression=True|EmoExpression::markable_29::Uncertain=false|num=sg|EmoExpression::markable_29::Polarity=positive|EmoExpression::markable_29::Sarcasm=false|EmoExpression::markable_29::SubjectiveFact=false case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 case=acc|pers=3|num=sg _ _
382424751492579328	neutral	Nur mal so interessehalber : Würde eigentlich CDU - Grüne ohne CSU reichen ? %PosSmiley	nur mal so interessehalber : werden eigentlich CDU - Grüne ohne CSU reichen ? %PosSmiley	ADV ADV ADV NN $. VAFIN ADV NE $( NN APPR NE VVFIN $. ITJ	18/MO 18/MO 19/MO 15/-- 19/-- 18/RE 28/MO 28/SB 23/-- 28/SB 28/MO 26/NK 21/OC 28/-- 28/DM	_ _ _ _ _ pers=1|num=sg|tense=past|mood=subj _ case=nom|gender=fem|num=sg _ case=nom|*=True|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True _ EmoExpression::markable_30::EmoExpression=True|EmoExpression::markable_30::Uncertain=false|EmoExpression::markable_30::Intensity=medium|EmoExpression::markable_30::SubjectiveFact=false|EmoExpression::markable_30::Polarity=positive|EmoExpression::markable_30::Sarcasm=false
380404348419059712	neutral	Was für ein ekelhafter Saustall , Herr Schünemann ( CDU - ) . Wer schützt die Verfassung vor dem Verfassungsschutz ?	was für eine ekelhaft Saustall , Herr Schünemann ( CDU - ) . wer schützt die Verfassung vor die Verfassungsschutz ?	PIS APPR ART ADJA NN $, NN NN $( NE $( $( $. PWS VVFIN ART NN APPR ART NN $.	15/-- 16/MNR 20/NK 20/NK 17/NK 20/-- 20/CJ 22/NK 23/-- 16/PAR 25/-- 26/-- 27/-- 15/SB 13/-- 17/NK 15/OA 17/MNR 20/NK 18/NK 20/--	case=nom|gender=neut|num=sg _ case=acc|gender=neut|num=sg case=nom|EmoExpression::markable_100500258::EmoExpression=True|EmoExpression::markable_100500258::Uncertain=false|gender=masc|EmoExpression::markable_100500258::Sarcasm=false|pos=True|EmoExpression::markable_100500258::Polarity=negative|num=sg|EmoExpression::markable_100500258::Intensity=strong|EmoExpression::markable_100500258::SubjectiveFact=false case=nom|EmoExpression::markable_100500257::Intensity=strong|EmoExpression::markable_100500257::Polarity=negative|gender=masc|EmoExpression::markable_100500257::Sarcasm=false|EmoExpression::markable_100500257::SubjectiveFact=false|num=sg|EmoExpression::markable_100500257::EmoExpression=True|EmoExpression::markable_100500257::Uncertain=false _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ _ _ case=nom|gender=masc|num=sg EmoExpression::markable_100500256::Uncertain=false|EmoExpression::markable_100500256::Polarity=positive|EmoExpression::markable_100500256::Sarcasm=false|mood=ind|pers=3|num=sg|tense=pres|EmoExpression::markable_100500256::Intensity=medium|EmoExpression::markable_100500256::SubjectiveFact=false|EmoExpression::markable_100500256::EmoExpression=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
