369517901734096896	positive	Piraten bei puls4 ! gleich geht los %PosSmiley %Link	Pirat bei puls4 ! gleich gehen los %PosSmiley %Link	NN APPR CARD $. ADJD VVFIN PTKVZ ITJ XY	0/-- 1/MNR 2/NK 3/-- 6/MO 4/-- 6/SVP 7/NK 7/NK	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
380665137994035201	neutral	Nee , da gehen nur die Originale ! Zweitstimme - FDP Mövenpick btw13 %PosSmiley	Nee , da gehen nur die Original ! Zweitstimme - FDP Mövenpick btw13 %PosSmiley	NN $, ADV VVFIN ADV ART NN $. NN $( NE NN VVPP ITJ	24/RE 22/-- 25/MO 21/-- 28/MO 28/NK 25/SB 28/-- 8/-- 11/-- 12/NK 13/OA 9/-- 13/NK	case=nom|gender=fem|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ EmoExpression::markable_42::Sarcasm=false|EmoExpression::markable_42::Uncertain=false|EmoExpression::markable_42::Polarity=positive|EmoExpression::markable_42::Intensity=medium|EmoExpression::markable_42::EmoExpression=True|EmoExpression::markable_42::SubjectiveFact=false
374261320822296578	neutral	Er hat die Koalition mit der Linke ausgeschlossen , aber nicht die " Tolerierung " durch sie ! %PosSmiley tvduell	er haben die Koalition mit die Linke ausschließen , aber nicht die " Tolerierung " durch sie ! %PosSmiley tvduell	PPER VAFIN ART NN APPR ART NN VVPP $, ADV PTKNEG ART $( NN $( APPR PPER $. ITJ ADJD	16/SB 14/-- 18/NK 22/OA 22/MO 21/NK 19/NK 16/OC 22/-- 16/MO 16/NG 28/NK 26/-- 16/OA 28/-- 16/MO 30/NK 31/-- 31/NK 19/--	case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ _ case=nom|gender=masc|num=pl _ case=acc|gender=fem|num=sg _ _ case=acc|gender=fem|num=pl|pers=3 _ EmoExpression::markable_43::Intensity=medium|EmoExpression::markable_43::Polarity=positive|EmoExpression::markable_43::Sarcasm=false|EmoExpression::markable_43::SubjectiveFact=false|EmoExpression::markable_43::Uncertain=false|EmoExpression::markable_43::EmoExpression=True pos=True
380257271105605633	neutral	mir scheint , der Sprecher ist ein wenig erkältet ... %PosSmiley	ich scheinen , die Sprecher sein eine wenige erkälten ... %PosSmiley	PPER VVFIN $, ART NN VAFIN ART PIS VVPP $. ITJ	22/DA 20/-- 22/-- 25/NK 26/SB 22/CJ 28/NK 26/MO 26/PD 29/-- 29/NK	case=dat|*=True|num=sg|pers=1 pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind *=True *=True _ _ EmoExpression::markable_44::Uncertain=false|EmoExpression::markable_44::Intensity=medium|EmoExpression::markable_44::Sarcasm=false|EmoExpression::markable_44::SubjectiveFact=false|EmoExpression::markable_44::EmoExpression=True|EmoExpression::markable_44::Polarity=positive
365928303221161986	neutral	Ich fasse es nicht , wie uncool und spiessig sie mittlerweile sind . %NegSmiley Grüne Verbotsorgien Zeigefingerwahn Dogmen Z ...	ich fassen es nicht , wie uncool und spießig sie mittlerweile sein . %NegSmiley Grüne Verbotsorgien Zeigefingerwahn Dogma Z ...	PPER VVFIN PPER PTKNEG $, KOKOM ADJD KON ADJD PPER ADV VAFIN $. ITJ NN NN NN NN NN $.	13/SB 11/-- 13/OA 13/NG 15/-- 18/MO 23/MO 18/CD 19/CJ 23/SB 23/MO 14/RE 23/-- 15/NK 13/-- 17/NK 19/CJ 17/NK 15/CJ 19/--	case=nom|pers=1|num=sg|Source::markable_47::Anaphref=markable_46|Sentiment::markable_45::Sentiment=True|Source::markable_47::Source=True|*=True pers=1|Sentiment::markable_45::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|gender=neut|Sentiment::markable_45::Sentiment=True|num=sg|pers=3 Sentiment::markable_45::Sentiment=True Sentiment::markable_45::Sentiment=True Sentiment::markable_45::Sentiment=True EmoExpression::markable_49::Polarity=negative|EmoExpression::markable_49::Sarcasm=false|Sentiment::markable_45::Sentiment=True|EmoExpression::markable_49::SubjectiveFact=false|pos=True|EmoExpression::markable_49::EmoExpression=True|EmoExpression::markable_49::Uncertain=false|EmoExpression::markable_49::Intensity=medium Sentiment::markable_45::Sentiment=True EmoExpression::markable_50::Intensity=medium|Sentiment::markable_45::Sentiment=True|EmoExpression::markable_50::SubjectiveFact=false|EmoExpression::markable_50::Uncertain=false|pos=True|EmoExpression::markable_50::Polarity=negative|EmoExpression::markable_50::Sarcasm=false|EmoExpression::markable_50::EmoExpression=True case=acc|Target::markable_48::Anaphref=empty|Target::markable_48::Preferred=true|Sentiment::markable_45::Sentiment=True|Target::markable_48::Target=True|*=True|pers=3|num=pl Sentiment::markable_45::Sentiment=True pers=3|Sentiment::markable_45::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_45::Sentiment=True EmoExpression::markable_51::Intensity=medium|EmoExpression::markable_51::Sarcasm=false|EmoExpression::markable_51::Uncertain=false|Sentiment::markable_45::Sentiment=True|EmoExpression::markable_51::Polarity=negative|EmoExpression::markable_51::EmoExpression=True|EmoExpression::markable_51::SubjectiveFact=false case=nom|*=True|num=pl case=nom|EmoExpression::markable_10409138::EmoExpression=True|EmoExpression::markable_10409138::SubjectiveFact=false|*=True|num=pl|EmoExpression::markable_10409138::Intensity=medium|EmoExpression::markable_10409138::Sarcasm=false|EmoExpression::markable_10409138::Uncertain=false|EmoExpression::markable_10409138::Polarity=negative case=acc|gender=fem|num=sg case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _
380815605189718017	neutral	muha - raab klebt die piraten aufkleber auf die instrumente seiner Band %PosSmiley	muha - Raab kleben die piraten Aufkleber auf die Instrument sein Band %PosSmiley	NN $( NE VVFIN ART ADJA NN APPR ART NN PPOSAT NN ITJ	24/SB 21/-- 21/CJ 20/-- 27/NK 27/NK 24/OA 24/MO 30/NK 28/NK 32/NK 30/AG 32/NK	case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl case=nom|gender=masc|num=pl|sup=True case=acc|gender=masc|*=True _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl case=gen|EmoExpression::markable_52::EmoExpression=True|EmoExpression::markable_52::Uncertain=false|EmoExpression::markable_52::Intensity=medium|gender=masc|EmoExpression::markable_52::Polarity=positive|EmoExpression::markable_52::Sarcasm=false|num=pl|EmoExpression::markable_52::SubjectiveFact=false
381854950168330240	neutral	Ich will nicht von konservativen , schwulenfeindlichen Geronten regiert werden %NegSmiley	ich wollen nicht von konservativ , schwulenfeindlich Geronten regieren werden %NegSmiley	PPER VMFIN PTKNEG APPR ADJA $, ADJA NN VVPP VAINF ITJ	15/SB 13/-- 15/NG 22/SBP 21/NK 18/-- 18/CJ 17/NK 23/OC 15/OC 23/NK	case=nom|pers=1|num=sg|Sentiment::markable_53::Sentiment=True|*=True|Source::markable_55::Source=True|Source::markable_55::Anaphref=markable_54 EmoExpression::markable_56::SubjectiveFact=false|EmoExpression::markable_56::EmoExpression=True|mood=ind|EmoExpression::markable_56::Intensity=medium|Sentiment::markable_53::Sentiment=True|EmoExpression::markable_56::Polarity=positive|EmoExpression::markable_56::Sarcasm=false|pers=1|num=sg|tense=pres|EmoExpression::markable_56::Uncertain=false Negation::markable_57::EmoExpressionRef=emo-expression:markable_56|Negation::markable_57::Negation=True|Sentiment::markable_53::Sentiment=True Sentiment::markable_53::Sentiment=True case=dat|Target::markable_58::Target=True|Target::markable_58::Anaphref=empty|EmoExpression::markable_59::EmoExpression=True|EmoExpression::markable_59::Polarity=negative|gender=neut|Sentiment::markable_53::Sentiment=True|pos=True|EmoExpression::markable_59::Sarcasm=false|Target::markable_58::Preferred=true|num=pl|EmoExpression::markable_59::Intensity=medium|EmoExpression::markable_59::SubjectiveFact=true|EmoExpression::markable_59::Uncertain=false Target::markable_58::Target=True|Sentiment::markable_53::Sentiment=True case=dat|Target::markable_58::Target=True|EmoExpression::markable_60::Intensity=medium|EmoExpression::markable_60::SubjectiveFact=false|gender=fem|Sentiment::markable_53::Sentiment=True|pos=True|EmoExpression::markable_60::Uncertain=false|EmoExpression::markable_60::Polarity=negative|num=pl|EmoExpression::markable_60::EmoExpression=True|EmoExpression::markable_60::Sarcasm=false case=dat|EmoExpression::markable_61::Polarity=negative|EmoExpression::markable_61::SubjectiveFact=false|EmoExpression::markable_61::Sarcasm=false|gender=fem|EmoExpression::markable_61::Intensity=medium|Sentiment::markable_53::Sentiment=True|num=pl|EmoExpression::markable_61::Uncertain=false|EmoExpression::markable_61::EmoExpression=True|Target::markable_58::Target=True Target::markable_58::Target=True|Sentiment::markable_53::Sentiment=True Target::markable_58::Target=True|Sentiment::markable_53::Sentiment=True EmoExpression::markable_62::SubjectiveFact=false|EmoExpression::markable_62::Polarity=negative|EmoExpression::markable_62::EmoExpression=True|EmoExpression::markable_62::Sarcasm=false|Sentiment::markable_53::Sentiment=True|EmoExpression::markable_62::Uncertain=false|EmoExpression::markable_62::Intensity=medium
352790805888516096	positive	da hat eine Einzelperson drei verschiedene Parteien mit kuriosen Namen zur Bundestagswahl angemeldet %PosSmiley	da haben eine Einzelperson drei verschieden Partei mit kurios Name zu Bundestagswahl anmelden %PosSmiley	ADV VAFIN ART NN CARD ADJA NN APPR ADJA NN APPRART NN VVPP ITJ	13/MO 11/-- 15/NK 13/SB 18/NK 18/NK 24/OA 18/MNR 21/NK 19/NK 24/MO 22/NK 13/OC 24/NK	Target::markable_65::Anaphref=empty|Sentiment::markable_64::Polarity=positive|Sentiment::markable_64::Intensity=medium|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True|Sentiment::markable_64::Sarcasm=false|Target::markable_65::Preferred=true pers=3|num=sg|tense=pres|mood=ind|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True case=acc|num=pl|gender=fem|Target::markable_65::Target=True|pos=True|Sentiment::markable_64::Sentiment=True case=acc|gender=fem|num=pl|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True case=dat|EmoExpression::markable_66::EmoExpression=True|gender=masc|EmoExpression::markable_66::Sarcasm=false|pos=True|EmoExpression::markable_66::SubjectiveFact=false|num=pl|EmoExpression::markable_66::Polarity=positive|EmoExpression::markable_66::Uncertain=true|EmoExpression::markable_66::Intensity=medium|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True case=dat|gender=masc|num=pl|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True EmoExpression::markable_63::Polarity=positive|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::EmoExpression=True|EmoExpression::markable_63::SubjectiveFact=false|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=medium|Sentiment::markable_64::Sentiment=True
379327099305467904	negative	Für eine Minderheitsregierung ist die SPD viel zu staatstragend . %NegSmiley	für eine Minderheitsregierung sein die SPD viel zu staatstragend . %NegSmiley	APPR ART NN VAFIN ART NE ADV PTKA ADJD $. ITJ	18/MO 17/NK 15/NK 14/-- 20/NK 18/SB 23/MO 23/MO 18/PD 23/-- 10/NK	Sentiment::markable_68::Intensity=weak|Sentiment::markable_68::Sarcasm=false|Sentiment::markable_68::Polarity=negative|Sentiment::markable_68::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_68::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_68::Sentiment=True pers=3|Sentiment::markable_68::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Sentiment::markable_68::Sentiment=True|num=sg|Target::markable_69::Preferred=true|Target::markable_69::Target=True|gender=fem|Target::markable_69::Anaphref=empty case=nom|gender=fem|Target::markable_69::Target=True|num=sg|Sentiment::markable_68::Sentiment=True Sentiment::markable_68::Sentiment=True Sentiment::markable_68::Sentiment=True Sentiment::markable_68::Sentiment=True|pos=True Sentiment::markable_68::Sentiment=True Sentiment::markable_68::Sentiment=True|EmoExpression::markable_67::Polarity=negative|EmoExpression::markable_67::Uncertain=false|EmoExpression::markable_67::Sarcasm=false|EmoExpression::markable_67::Intensity=medium|EmoExpression::markable_67::EmoExpression=True|EmoExpression::markable_67::SubjectiveFact=false
372270907588620288	neutral	Wieso sollte die FDP auch eine Veranstaltung für ' ' s gemeine Volk machen ? %PosSmiley VIPBereich britaarena	wieso sollen die FDP auch eine Veranstaltung für ' ' s gemein Volk machen ? %PosSmiley VIPBereich britaarena	PWAV VMFIN ART NE ADV ART NN APPR $( $( NN ADJA NN VVINF $. ITJ NN ADJA	13/MO 11/-- 15/NK 13/SB 18/MO 18/NK 13/SB 18/MNR 22/-- 20/-- 19/NK 24/NK 25/OA 13/OC 25/-- 16/DM 18/SB 16/--	_ pers=3|num=sg|tense=past|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ _ EmoExpression::markable_70::SubjectiveFact=false|EmoExpression::markable_70::Intensity=medium|EmoExpression::markable_70::EmoExpression=True|EmoExpression::markable_70::Polarity=positive|EmoExpression::markable_70::Uncertain=false|EmoExpression::markable_70::Sarcasm=false case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl|pos=True
358231670358417412	neutral	einen " grünen Faden " und " ne runde Kiste " - das gibt ' ' s nur bei daaruum ! %PosSmiley	eine " grün Faden " und " eine rund Kiste " - die geben ' ' s nur bei %User ! %PosSmiley	ART $( ADJA NN $( KON $( ART ADJA NN $( $( PDS VVFIN $( $( NN ADV APPR NE $. ITJ	22/NK 19/-- 22/NK 32/OA 22/-- 22/CD 24/-- 28/NK 28/NK 24/CJ 28/-- 29/-- 32/OA 18/-- 32/-- 33/-- 32/PAR 37/MO 32/MO 37/NK 38/-- 32/DM	case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ _ case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ case=dat|gender=neut|num=sg _ EmoExpression::markable_71::Uncertain=false|EmoExpression::markable_71::Intensity=medium|EmoExpression::markable_71::Sarcasm=false|EmoExpression::markable_71::SubjectiveFact=false|EmoExpression::markable_71::EmoExpression=True|EmoExpression::markable_71::Polarity=positive
384381557244710912	neutral	" Zitiert den Tweet und fügt euren Platz beim WWA Konzert in Düsseldorf hinzu %PosSmiley " Grüne Zone %PosSmiley xx	" zitieren die Tweet und fügen euer Platz bei WWA Konzert in Düsseldorf hinzu %PosSmiley " grün Zone %PosSmiley xx	$( VVFIN ART NN KON VVFIN PPOSAT NN APPRART NE NN APPR NE PTKVZ ITJ $( ADJA NN ITJ ADJA	24/-- 22/-- 26/NK 24/OA 24/CD 27/CJ 30/NK 28/OA 30/MNR 33/PNC 31/NK 33/MNR 34/NK 28/SVP 40/NK 37/-- 40/NK 42/OA 42/NK 28/OC	_ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ EmoExpression::markable_72::EmoExpression=True|EmoExpression::markable_72::SubjectiveFact=false|EmoExpression::markable_72::Uncertain=false|EmoExpression::markable_72::Polarity=positive|EmoExpression::markable_72::Sarcasm=false|EmoExpression::markable_72::Intensity=medium _ case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl case=nom|EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Uncertain=false|gender=masc|EmoExpression::markable_73::SubjectiveFact=false|pos=True|EmoExpression::markable_73::Polarity=positive|num=pl|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::Sarcasm=false case=nom|gender=masc|num=pl|pos=True
372373930339999744	negative	%Link - Dramatische Szenen im Wahlkampf bei der hängt sich auf ! Piraten %PosSmiley	%Link - dramatisch Szene in Wahlkampf bei die hängen sich auf ! Pirat %PosSmiley	XY $( ADJA NN APPRART NN APPR ART VVFIN PRF PTKVZ $. NN ITJ	20/-- 21/-- 24/NK 29/SB 24/MNR 25/NK 26/MNR 27/NK 20/-- 29/OA 29/SVP 31/-- 12/-- 13/NK	_ _ Sentiment::markable_74::Intensity=medium|EmoExpression::markable_76::Intensity=medium|EmoExpression::markable_76::SubjectiveFact=false|EmoExpression::markable_76::Uncertain=false|pos=True|Sentiment::markable_74::Polarity=negative|num=pl|Sentiment::markable_74::Sentiment=True|EmoExpression::markable_76::Polarity=negative|EmoExpression::markable_76::Sarcasm=false|case=nom|EmoExpression::markable_76::EmoExpression=True|gender=fem|Target::markable_75::Target=True|Sentiment::markable_74::Sarcasm=false|Target::markable_75::Preferred=true|Target::markable_75::Anaphref=empty case=nom|gender=fem|Target::markable_75::Target=True|num=pl|Sentiment::markable_74::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_74::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_74::Sentiment=True Sentiment::markable_74::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_74::Sentiment=True Sentiment::markable_78::Sentiment=True|EmoExpression::markable_80::Intensity=medium|EmoExpression::markable_80::Sarcasm=false|mood=ind|EmoExpression::markable_80::Uncertain=false|EmoExpression::markable_80::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_80::SubjectiveFact=false|EmoExpression::markable_80::Polarity=negative case=acc|pers=3|EmoExpression::markable_80::EmoExpression=True|num=sg|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|EmoExpression::markable_80::EmoExpression=True Sentiment::markable_78::Sentiment=True case=nom|gender=masc|num=pl case=nom|EmoExpression::markable_77::Uncertain=false|gender=masc|EmoExpression::markable_77::EmoExpression=True|EmoExpression::markable_77::SubjectiveFact=false|num=pl|EmoExpression::markable_77::Sarcasm=false|EmoExpression::markable_77::Polarity=positive|EmoExpression::markable_77::Intensity=medium
369215716026617856	neutral	Tagesaktuellen Stand gibt es in der Plakate - App . Die gibt es für PC oder Handy . Piraten + haben es drauf . %PosSmiley	tagesaktuell Stand geben es in die Plakat - App . die geben es für PC oder Handy . Pirat + haben es drauf . %PosSmiley	ADJA NN VVFIN PPER APPR ART NN $( VVFIN $. PDS VVFIN PPER APPR NE KON NE $. NN KON VAFIN PPER PAV $. ITJ	16/NK 17/OA 14/-- 17/EP 17/MO 21/NK 19/NK 21/-- 17/MO 23/-- 12/OA 10/-- 12/EP 12/MO 14/NK 15/CD 16/CJ 17/-- 18/-- 19/MO 20/CJ 21/OA 22/NK 20/CJ 24/NK	case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=subj _ case=acc|*=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=pl _ pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 _ _ EmoExpression::markable_81::SubjectiveFact=false|EmoExpression::markable_81::Intensity=medium|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Uncertain=false|EmoExpression::markable_81::Sarcasm=false
383201896905052160	neutral	Schauen gerade daaruum''s video über die Wahlen in Geschichte ! aaaaaaah *-*	Schau|Schauen gerade %User''s Video über die Wahl in Geschichte ! aaaaaaah *-*	NN ADV ADJA NN APPR ART NN APPR NN $. NE XY	25/-- 28/MO 29/NK 26/MNR 29/MNR 32/NK 30/NK 32/MNR 33/NK 34/-- 10/-- 10/--	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=sg _ EmoExpression::markable_82::EmoExpression=True|EmoExpression::markable_82::Uncertain=false|EmoExpression::markable_82::Intensity=medium|EmoExpression::markable_82::Sarcasm=false|EmoExpression::markable_82::SubjectiveFact=false|EmoExpression::markable_82::Polarity=positive EmoExpression::markable_83::EmoExpression=True|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|EmoExpression::markable_83::Polarity=positive|EmoExpression::markable_83::Sarcasm=false|EmoExpression::markable_83::Intensity=medium
374834674197356544	positive	Sohn Wetta wie heute morjen am 22.  und die Piraten kriejen minnistens 15%  %PosSmiley	Sohn Wetta wie heute morjen an @card@ und die Pirat kriejen minnistens @card@ %PosSmiley	NN NE KOKOM ADV ADJD APPRART CARD KON ART NN ADJA NN CARD ITJ	12/-- 13/NK 17/CM 17/MO 13/PAR 17/MO 18/NK 17/CD 22/NK 20/CJ 24/NK 22/AG 24/NK 13/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pos=True case=dat|gender=masc|num=sg _ _ case=acc|Sentiment::markable_85::Sentiment=True|Target::markable_86::Target=True|Sentiment::markable_85::Sarcasm=false|gender=fem|Target::markable_86::Preferred=true|Sentiment::markable_85::Intensity=medium|num=pl|Target::markable_86::Anaphref=empty|Sentiment::markable_85::Polarity=positive case=acc|gender=fem|num=pl|Sentiment::markable_85::Sentiment=True|Target::markable_86::Target=True case=gen|gender=neut|num=sg|Sentiment::markable_85::Sentiment=True|pos=True case=gen|gender=neut|num=sg|Sentiment::markable_85::Sentiment=True Sentiment::markable_85::Sentiment=True EmoExpression::markable_84::Sarcasm=false|EmoExpression::markable_84::EmoExpression=True|Sentiment::markable_85::Sentiment=True|EmoExpression::markable_84::Uncertain=false|EmoExpression::markable_84::Intensity=medium|EmoExpression::markable_84::SubjectiveFact=false|EmoExpression::markable_84::Polarity=positive
374246702422958080	positive	Ich wähle die NSA - die hören wenigstens zu . %PosSmiley bundestagswahl	ich wählen die Nsa - die hören wenigstens zu . %PosSmiley bundestagswahl	PPER VVFIN ART NE $( PRELS VVFIN ADV PTKVZ $. ITJ ADJD	16/SB 14/-- 18/NK 16/OA 18/-- 21/NK 16/OC 21/MO 21/SVP 23/-- 12/DM 10/--	case=nom|Sentiment::markable_88::Sarcasm=false|Source::markable_89::Anaphref=empty|Sentiment::markable_88::Polarity=positive|Source::markable_89::Source=True|*=True|pers=1|num=sg|Sentiment::markable_88::Sentiment=True|Sentiment::markable_88::Intensity=medium mood=ind|EmoExpression::markable_90::EmoExpression=True|EmoExpression::markable_90::Intensity=medium|pers=1|num=sg|tense=pres|EmoExpression::markable_90::SubjectiveFact=false|Sentiment::markable_88::Sentiment=True|EmoExpression::markable_90::Uncertain=false|EmoExpression::markable_90::Polarity=positive|EmoExpression::markable_90::Sarcasm=false case=acc|Target::markable_91::Target=True|num=pl|Sentiment::markable_88::Sentiment=True|Target::markable_91::Anaphref=empty|*=True|Target::markable_91::Preferred=true case=acc|*=True|num=pl|Sentiment::markable_88::Sentiment=True|Target::markable_91::Target=True _ case=acc|*=True|num=pl case=acc|*=True|num=pl _ _ _ EmoExpression::markable_87::Intensity=medium|EmoExpression::markable_87::Polarity=positive|EmoExpression::markable_87::Sarcasm=false|EmoExpression::markable_87::SubjectiveFact=false|EmoExpression::markable_87::Uncertain=false|EmoExpression::markable_87::EmoExpression=True pos=True
381661310414778368	neutral	%PosSmiley was haben Sie denn fürs Folgen von mir bekommen ? Schönen Wahlsonntag !	%PosSmiley was haben Sie denn fürs Folge von ich bekommen ? schön Wahlsonntag !	ITJ PWS VAFIN PPER ADV APPRART NN APPR PPER VVINF $. ADJA NN $.	17/DM 22/OA 12/-- 15/SB 22/MO 22/MO 18/NK 19/PG 20/NK 15/OC 22/-- 13/NK 11/-- 13/--	EmoExpression::markable_92::SubjectiveFact=false|EmoExpression::markable_92::Intensity=medium|EmoExpression::markable_92::EmoExpression=True|EmoExpression::markable_92::Polarity=positive|EmoExpression::markable_92::Uncertain=false|EmoExpression::markable_92::Sarcasm=false case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|*=True|num=sg|pers=1 _ _ case=acc|EmoExpression::markable_93::Uncertain=false|EmoExpression::markable_93::Intensity=medium|EmoExpression::markable_93::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_93::EmoExpression=True|num=sg|EmoExpression::markable_93::SubjectiveFact=false|EmoExpression::markable_93::Polarity=positive case=acc|gender=masc|num=sg _
