311915164473647104	positive	Jetzt müsste Berlusconi auf dem Balkon erscheinen %PosSmiley papst	jetzt müssen Berlusconi auf die Balkon erscheinen %PosSmiley papst	ADV VMFIN NN APPR ART NN VVFIN ITJ ADJA	2/MO 0/-- 2/SB 7/MO 6/NK 4/NK 2/OC 9/NK 7/MO	_ case=acc|gender=fem|num=sg|sup=True case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium _
311908532670853121	neutral	%PosSmiley Hoffentlich wird es diesmal eine Frau . Papst	%PosSmiley hoffentlich werden es diesmal eine Frau . Papst	ITJ ADV VAFIN PPER ADV ART NN $. NN	16/DM 17/MO 14/-- 17/SB 17/MO 21/NK 17/SB 21/-- 8/--	_ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=sg
312190755127037952	positive	Also die Gottesknechtslieder aus Jesaja auf den Papst zu beziehen ... %PosSmiley	also die Gottesknechtslieder aus Jesaja auf die Papst zu beziehen ... %PosSmiley	ADV ART NN APPR NE APPR ART NN PTKZU VVINF $. ITJ	12/MO 12/NK 9/-- 12/MNR 13/NK 19/OP 17/NK 15/NK 19/PM 12/OC 19/-- 11/NK	_ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ case=dat|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ EmoExpression::markable_12::Intensity=medium|EmoExpression::markable_12::Polarity=positive|EmoExpression::markable_12::Uncertain=false|EmoExpression::markable_12::Sarcasm=false|EmoExpression::markable_12::SubjectiveFact=false|EmoExpression::markable_12::EmoExpression=True
312118498686013440	positive	Als alle ihn noch kaum kannten , hatte swrinfo ihn schon %PosSmiley : %Link Papst HabemusPapam	als alle er noch kaum kennen , haben %User er schon %PosSmiley : %Link Papst HabemusPapam	KOKOM PIS PPER ADV ADV VVFIN $, VAFIN NE PPER ADV ITJ $. XY NN NE	18/CP 18/SB 18/OA 18/MO 18/MO 23/CC 18/-- 12/-- 20/SB 20/OA 20/MO 27/NK 14/-- 27/NK 20/OA 27/NK	_ case=nom|gender=fem|num=pl case=acc|gender=masc|num=sg|pers=3 _ _ pers=3|num=pl|tense=past|mood=ind _ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg|pers=3 _ _ EmoExpression::markable_13::Polarity=positive|EmoExpression::markable_13::EmoExpression=True|EmoExpression::markable_13::Uncertain=false|EmoExpression::markable_13::Intensity=medium|EmoExpression::markable_13::Sarcasm=false|EmoExpression::markable_13::SubjectiveFact=false case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311923277524246528	positive	Neuheit : Papst erteilt Ablass zum Amtsantritt auch für Menschen vor neuartigen Empfangsgeräten %PosSmiley	Neuheit : Papst erteilen Ablass zu Amtsantritt auch für Mensch vor neuartig Empfangsgerät %PosSmiley	NN $. NN VVFIN NN APPRART NN ADV APPR NN APPR ADJA NN ITJ	16/-- 17/-- 20/SB 17/RS 20/OA 21/MNR 22/NK 25/MO 20/MO 25/NK 26/MNR 29/NK 27/NK 20/DM	case=nom|gender=fem|num=sg _ case=nom|Target::markable_17::Target=True|Target::markable_17::Preferred=true|Sentiment::markable_16::Intensity=medium|gender=masc|Target::markable_17::Anaphref=empty|Sentiment::markable_16::Sentiment=True|Sentiment::markable_16::Sarcasm=false|num=sg|Sentiment::markable_16::Polarity=positive pers=3|num=sg|tense=pres|mood=ind|Target::markable_17::Target=True|Sentiment::markable_16::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_16::Sentiment=True|Target::markable_17::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_16::Sentiment=True|Target::markable_17::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_16::Sentiment=True|Target::markable_17::Target=True Target::markable_17::Target=True|Sentiment::markable_16::Sentiment=True Target::markable_17::Target=True|Sentiment::markable_16::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_16::Sentiment=True|Target::markable_17::Target=True Target::markable_17::Target=True|Sentiment::markable_16::Sentiment=True case=dat|num=pl|Target::markable_17::Target=True|gender=neut|Sentiment::markable_16::Sentiment=True|pos=True case=dat|gender=neut|num=pl|Sentiment::markable_16::Sentiment=True|Target::markable_17::Target=True EmoExpression::markable_14::Polarity=positive|EmoExpression::markable_14::Sarcasm=false|EmoExpression::markable_14::SubjectiveFact=false|EmoExpression::markable_14::Uncertain=false|EmoExpression::markable_14::Intensity=medium|Sentiment::markable_16::Sentiment=True|EmoExpression::markable_14::EmoExpression=True
312128988283813888	positive	JuergenErbacher jetzt muss man immer erst realisieren welcher Papst gemeint ist , der eremetierte oder der amtierende %PosSmiley idr der amtierende	%User jetzt müssen man immer erst realisieren welche Papst meinen sein , die eremetierte oder die amtierend %PosSmiley idr die amtierend	NE ADV VMFIN PIS ADV ADV VVFIN PIS NN VVPP VAFIN $, ART ADJA KON ART ADJA ITJ NE ART ADJA	17/SB 15/MO 14/-- 17/SB 20/MO 17/MO 17/OC 21/SB 25/SB 25/PD 21/MO 25/-- 28/NK 17/SB 28/CD 33/NK 33/NK 33/NK 29/CJ 35/NK 17/SB	case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|EmoExpression::markable_15::Intensity=medium|EmoExpression::markable_15::SubjectiveFact=false|gender=masc|EmoExpression::markable_15::Uncertain=false|EmoExpression::markable_15::Polarity=positive|num=sg|EmoExpression::markable_15::EmoExpression=True|EmoExpression::markable_15::Sarcasm=false case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True
311916933832400899	positive	Papst ist mir jetzt egal , gehe mit Buffy ein paar Vampire jagen %PosSmiley Auf zum Höllenschlund !	Papst sein ich jetzt egal , gehen mit Buffy eine paar Vampir jagen %PosSmiley auf zu Höllenschlund !	NN VAFIN PPER ADV ADJD $, VVFIN APPR NE ART PIAT NN VVFIN ITJ APPR APPRART NN $.	23/PD 21/-- 26/DA 23/MO 23/PD 26/-- 23/CJ 28/MO 29/NK 32/NK 33/NK 34/SB 28/CJ 34/DM 34/SVP 34/MO 37/NK 38/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ _ _ pers=3|num=sg|tense=pres|mood=subj _ case=dat|*=True|num=sg *=True *=True case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_18::EmoExpression=True|EmoExpression::markable_18::SubjectiveFact=false|EmoExpression::markable_18::Uncertain=false|*=True|EmoExpression::markable_18::Polarity=positive|EmoExpression::markable_18::Sarcasm=false|EmoExpression::markable_18::Intensity=medium _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
311913756026347520	positive	Papst Wahl aus der Badewanne anschauen %PosSmiley Haha papst rom italien	Papst Wahl aus die Badewanne anschauen %PosSmiley Haha papst rom italien	NN NN APPR ART NN VVINF ITJ NE ADJA NN ADJA	29/MO 19/NK 24/MO 23/NK 21/NK 29/OC 28/NK 27/ADC 28/NK 24/MO 18/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ EmoExpression::markable_19::EmoExpression=True|EmoExpression::markable_19::Uncertain=false|EmoExpression::markable_19::SubjectiveFact=false|EmoExpression::markable_19::Intensity=medium|EmoExpression::markable_19::Sarcasm=false|*=True|EmoExpression::markable_19::Polarity=positive EmoExpression::markable_100500131::Intensity=medium|EmoExpression::markable_100500131::SubjectiveFact=false|EmoExpression::markable_100500131::EmoExpression=True|EmoExpression::markable_100500131::Polarity=positive|*=True|EmoExpression::markable_100500131::Sarcasm=false|EmoExpression::markable_100500131::Uncertain=false *=True case=dat|gender=neut|num=sg case=acc|gender=masc|num=sg|pos=True
311971265286127616	positive	Ich denke nicht das ein Papst , oder sonst ein Christ , dies behaupten würde %PosSmiley	ich denken nicht die eine Papst , oder sonst eine Christ , dies behaupten werden %PosSmiley	PPER VVFIN PTKNEG PRELS ART NN $, KON ADV ART NN $, PDS VVINF VAFIN ITJ	13/SB 11/-- 13/NG 25/OA 17/NK 13/OA 17/-- 17/CD 22/MO 22/NK 19/CJ 22/-- 26/SB 26/OC 22/OC 22/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg _ pers=3|num=sg|tense=past|mood=subj EmoExpression::markable_20::EmoExpression=True|EmoExpression::markable_20::Uncertain=false|EmoExpression::markable_20::Intensity=medium|EmoExpression::markable_20::Sarcasm=false|EmoExpression::markable_20::SubjectiveFact=false|EmoExpression::markable_20::Polarity=positive
311903748135989249	neutral	Arsch %PosSmiley z. b die hier - - &gt; - das sind ziemlich viele %PosSmiley	Arsch %PosSmiley z. b die hier - - &gt; - die sein ziemlich viele %PosSmiley	NN ITJ APPRART ADJA PRELS ADV $( $( $( $( PDS VAFIN ADV PIAT ITJ	27/RE 22/DM 22/MO 19/NK 19/NK 17/MNR 22/-- 23/-- 24/-- 25/-- 28/SB 16/-- 30/MO 28/PD 19/NK	case=nom|EmoExpression::markable_104010499::EmoExpression=True|gender=masc|EmoExpression::markable_104010499::SubjectiveFact=false|num=sg|EmoExpression::markable_104010499::Polarity=negative|EmoExpression::markable_104010499::Sarcasm=true|EmoExpression::markable_104010499::Uncertain=false|EmoExpression::markable_104010499::Intensity=medium case=nom|EmoExpression::markable_21::EmoExpression=True|gender=masc|EmoExpression::markable_21::Intensity=medium|num=sg|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=positive|EmoExpression::markable_21::Sarcasm=false case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=pl _ _ _ pos=True _ case=nom|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ case=nom|*=True|num=pl case=nom|EmoExpression::markable_22::Uncertain=false|EmoExpression::markable_22::Intensity=medium|EmoExpression::markable_22::Sarcasm=false|*=True|EmoExpression::markable_22::EmoExpression=True|num=pl|EmoExpression::markable_22::SubjectiveFact=false|EmoExpression::markable_22::Polarity=positive
311952313373822976	positive	die Sicht wird es verändern ... aber es ist ein konservativer Papst , auch deshalb bin ich Protestant %PosSmiley logo %PosSmiley	die Sicht werden es verändern ... aber es sein eine konservativ Papst , auch deshalb sein ich Protestant %PosSmiley logo %PosSmiley	ART NN VAFIN PPER VVINF $. KON PPER VAFIN ART ADJA NN $, ADV PAV VAFIN PPER NN ITJ ADJD ITJ	17/NK 18/SB 15/-- 20/OA 18/OC 20/-- 9/JU 9/SB 6/-- 12/NK 12/NK 9/PD 12/-- 18/MO 18/NK 18/RS 16/SB 12/CJ 20/DM 18/MNR 18/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 _ _ _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=1 case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_23::SubjectiveFact=false|gender=masc|EmoExpression::markable_23::Intensity=medium|EmoExpression::markable_23::Uncertain=false|num=sg|EmoExpression::markable_23::EmoExpression=True|EmoExpression::markable_23::Polarity=positive|EmoExpression::markable_23::Sarcasm=false _ EmoExpression::markable_24::Intensity=strong|EmoExpression::markable_24::Sarcasm=false|EmoExpression::markable_24::Uncertain=false|EmoExpression::markable_24::Polarity=positive|EmoExpression::markable_24::EmoExpression=True|EmoExpression::markable_24::SubjectiveFact=false
311910119254392832	positive	Hoffentlich ist es nicht Silvio Berlusconi %PosSmiley Papst und so	hoffentlich sein es nicht Silvio Berlusconi %PosSmiley Papst und so	ADV VAFIN PPER PTKNEG NE NN ITJ NN KON ADV	23/MO 21/-- 23/SB 23/NG 27/PNC 23/PD 29/NK 27/APP 29/CD 30/CJ	EmoExpression::markable_100500134::Sarcasm=false|Sentiment::markable_100500132::Sentiment=True|EmoExpression::markable_100500134::Intensity=medium|EmoExpression::markable_100500134::Uncertain=false|EmoExpression::markable_100500134::SubjectiveFact=false|EmoExpression::markable_100500134::Polarity=positive|EmoExpression::markable_100500134::EmoExpression=True pers=3|Sentiment::markable_100500132::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|Sentiment::markable_100500132::Sentiment=True|pers=3 Negation::markable_100500135::EmoExpressionRef=empty|Negation::markable_100500135::Negation=True|Sentiment::markable_100500132::Sentiment=True case=nom|num=sg|Sentiment::markable_100500132::Sentiment=True|Target::markable_100500133::Target=True|Target::markable_100500133::Anaphref=empty|gender=masc|Target::markable_100500133::Preferred=true case=nom|gender=masc|num=sg|Sentiment::markable_100500132::Sentiment=True|Target::markable_100500133::Target=True case=nom|Sentiment::markable_100500132::Sentiment=True|EmoExpression::markable_25::Polarity=positive|gender=masc|pos=True|EmoExpression::markable_25::EmoExpression=True|EmoExpression::markable_25::Intensity=medium|num=sg|EmoExpression::markable_25::Sarcasm=false|EmoExpression::markable_25::SubjectiveFact=false|EmoExpression::markable_25::Uncertain=false case=nom|gender=masc|num=sg|Sentiment::markable_100500132::Sentiment=True Sentiment::markable_100500132::Sentiment=True Sentiment::markable_100500132::Sentiment=True
