mörderisch	0.4
nahezu	-1.5
nicht allzu	-1.5
nicht annähernd	-3
nicht ansatzweise	-3
nicht bloß	0.5
nicht einfach	0.5
nicht gar so	-1.5
nicht nur	0.5
nicht sehr	-1.2
niedrig -2
noch lange nicht	-3
nur	-0.5
nur noch	-0.5
obszön	0.4
offenkundig	0.25
offensichtlich	0.03
oft	0.2
oftmalig	0.2
oftmals	0.2
ohne Zweifel	0.4
ohne jeden Zweifel	0.4
perfekt	0.1
permanent	0.2
phantastisch	0.3
phänomenal	0.5
quintessentially	0.3
radikal	0.4
recht	-0.2
regelrecht	0.3
reichlich	0.4
rein	0.2
relativ	-0.3
richtig	0.2
riesengroß	0.5
riesig	0.5
riesige Menge	0.5
sagenhaft	0.5
schier	0.2
schrecklich	0.4
schwach	-0.3
schwer	-1.5
schwer zu	-1.5
schwerlich	-1.5
schwindelerregend	0.5
sehr	0.2
sehr viel	0.3
sensationell	0.5
sicher	0.2
sicherlich	0.2
sichtbar	0.1
sichtlich	0.25
so	0.4
sofort	0.1	-0.5
sogar mehr	0.5
solch ein	0.4
solch eine	0.4
solch einem	0.4
solch einen	0.4
solche	0.4
solcherlei	0.4
spürbar	0.25
stark	0.5
stets	0.2
ständig	0.2
super	0.4
teilweise	-0.3
tief	0.3
tief -2
tiefer	0.2
tiefgreifend	0.4
tierisch	0.4
total	0.5
umso mehr	0.5
umwerfend	0.4
unbedeutend	-0.5
unbegrenzt	0.4
unbeschämt	0.4
undenkbar	0.5
unendlich	0.4
unentwegt	0.2
unerheblich	-0.5
unerhört	0.4
unfassbar	0.5
ungeheuer	0.5
ungeheuerlich	0.2
ungemein	0.5
ungewöhnlich	0.5
unglaublich	0.5
unheimlich	0.5
unmissverständlich	0.3
unmittelbar	0.1
unterschiedlich	0.2
untypisch	0.3
unverfroren	0.4
unverschämt	0.4
unverwechselbar	0.2
unvorstellbar	0.5
unwesentlich	-0.5
unwichtig	-0.3
unzüchtig	0.4
unübersehbar	0.3
verblüffend	0.3
verdammt	0.4
verhältnismäßig	-0.3
vernachlässigbar	-0.5
verrrückt	0.5
verschieden	0.2
viel	0.5
viel an	0.3
viele		0.3
vielfach	0.2
vielzählig	0.3
vielzählige	0.3
voll	0.2
vollends	0.3
vollkommen	0.5
vollständig	0.5
vor allem	0.3
vorrangig	0.2
vorwiegend	-0.2
völlig	0.5
wahnsinnig	0.5
wahrhaftig	0.3
wahrlich	0.3
weitaus	0.4
weitgehend	0.2
wenig	-2
wenige -0.2
weniger	-1.5
wesentlich	0.3
wirklich	0.3
wohl	-0.2
zahlreich	0.3
zahlreiche	0.3
ziemlich	-0.3
zum Großteil	-0.2
zum Piepen	0.4
zum Teil	-0.3
zumal	0.3
zumeist	-0.2
zusehends	0.25
zusätzlich	0.3
zutiefst	0.4
zweifach	0.3
zweifellos	0.4
zweifelsfrei	0.4
Überfluss	0.5
Überfülle	0.5
äußerst	1
äußerste	1
äußerstem	1
äußersten	1
äußerster	1
öfters	0.2
überaus	0.4
überhaupt	-0.5
übermäßig	0.4
überwiegend	-0.2
überwältigend	0.3
